movieId,title_movielens,genres_movielens,imdbId,id,budget,overview,popularity,release_date,revenue,runtime,age_limit,age_restriction_label,suitable_under_18,tagline,vote_average,vote_count,tmdb_genres_clean,keywords_clean,combined_text,cast_names,director_names
94325,"Lucky One, The (2012)",Drama,1327194,77877.0,25000000.0,"U.S. Marine Sergeant Logan Thibault returns from his third tour of duty in Iraq, with the one thing he credits with keeping him alive-a photograph he found of a woman he doesn't even know. Learning her name is Beth and where she lives, he shows up at her door, and ends up taking a job at her family-run local kennel. Despite her initial mistrust and the complications in her life, a romance develops between them, giving Logan hope that Beth could be much more than his good luck charm.",26.811541,2012-04-19,99357138.0,101.0,13,13+,True,,6.8,946.0,"['Drama', 'Romance']","['based on novel', 'wife husband relationship', 'photo', 'kennel', 'playing chess', 'bomb explosion', 'iraq veteran']","Lucky One, The (2012) Drama U.S. Marine Sergeant Logan Thibault returns from his third tour of duty in Iraq, with the one thing he credits with keeping him alive-a photograph he found of a woman he doesn't even know. Learning her name is Beth and where she lives, he shows up at her door, and ends up taking a job at her family-run local kennel. Despite her initial mistrust and the complications in her life, a romance develops between them, giving Logan hope that Beth could be much more than his good luck charm.  based on novel wife husband relationship photo kennel playing chess bomb explosion iraq veteran","Zac Efron, Blythe Danner, Taylor Schilling, Jay R. Ferguson, Riley Thomas Stewart, Joe Chrest, Jillian Batherson, Courtney J. Clark, Sharon Conley, Russell Durham Comegys, Trey Burvant",Scott Hicks
40339,Chicken Little (2005),Action|Adventure|Animation|Children|Comedy|Sci-Fi,371606,9982.0,150000000.0,"When the sky really is falling and sanity has flown the coop, who will rise to save the day? Together with his hysterical band of misfit friends, Chicken Little must hatch a plan to save the planet from alien invasion and prove that the world's biggest hero is a little chicken.",47.973995,2005-11-04,314432665.0,81.0,7,7+,True,"When it comes to saving the world, it helps to be a little chicken.",5.6,944.0,"['Animation', 'Family', 'Comedy']","['fish', 'small town', 'space marine', 'chicken', 'alien', 'best friend', 'alien invasion', 'animal', 'duringcreditsstinger', '3d']","Chicken Little (2005) Action|Adventure|Animation|Children|Comedy|Sci-Fi When the sky really is falling and sanity has flown the coop, who will rise to save the day? Together with his hysterical band of misfit friends, Chicken Little must hatch a plan to save the planet from alien invasion and prove that the world's biggest hero is a little chicken. When it comes to saving the world, it helps to be a little chicken. fish small town space marine chicken alien best friend alien invasion animal duringcreditsstinger 3d","Zach Braff, Joan Cusack, Dan Molina, Steve Zahn, Garry Marshall, Amy Sedaris, Mark Walton, Don Knotts, Sean Elmore, Matthew Josten, Evan Dunn, Fred Willard",Mark Dindal
131013,Get Hard (2015),Comedy,2561572,257091.0,40000000.0,"When obscenely rich hedge-fund manager James is convicted of fraud and sentenced to a stretch in San Quentin, the judge gives him one month to get his affairs in order. Knowing that he won't survive more than a few minutes in prison on his own, James desperately turns to Darnell-- a black businessman who's never even had a parking ticket -- for help. As Darnell puts James through the wringer, both learn that they were wrong about many things, including each other.",36.301202,2015-03-26,111811453.0,100.0,13,13+,True,An education in incarceration.,5.9,944.0,['Comedy'],"['prison', 'training', 'framed', 'embezzlement']","Get Hard (2015) Comedy When obscenely rich hedge-fund manager James is convicted of fraud and sentenced to a stretch in San Quentin, the judge gives him one month to get his affairs in order. Knowing that he won't survive more than a few minutes in prison on his own, James desperately turns to Darnell-- a black businessman who's never even had a parking ticket -- for help. As Darnell puts James through the wringer, both learn that they were wrong about many things, including each other. An education in incarceration. prison training framed embezzlement","Will Ferrell, Kevin Hart, Alison Brie, Craig T. Nelson, T.I., Edwina Findley Dickerson, Erick Chavarria, Ariana Neal, Paul Ben-Victor, John Mayer, Jon Eyez, Nito Larioza",Etan Cohen
1035,"Sound of Music, The (1965)",Musical|Romance,59742,15121.0,8200000.0,Film adaptation of a classic Rodgers and Hammerstein musical based on a nun who becomes a governess for an Austrian family.,37.960289,1965-03-02,286214286.0,174.0,16,16+,True,The happiest sound in all the world!,7.4,941.0,"['Drama', 'Family', 'Music', 'Romance']","['resistance', 'austria', 'world war ii', 'musical', 'music competition', 'salzburg', 'based on play', 'classic', 'alps', 'governess', 'convent', 'music contest', 'novice', 'puppet show', 'nun in love', 'nazi occupation', '1930s']","Sound of Music, The (1965) Musical|Romance Film adaptation of a classic Rodgers and Hammerstein musical based on a nun who becomes a governess for an Austrian family. The happiest sound in all the world! resistance austria world war ii musical music competition salzburg based on play classic alps governess convent music contest novice puppet show nun in love nazi occupation 1930s","Julie Andrews, Christopher Plummer, Eleanor Parker, Richard Haydn, Peggy Wood, Charmian Carr, Heather Menzies, Nicholas Hammond, Duane Chase, Angela Cartwright, Debbie Turner, Kym Kareth",Robert Wise
2949,Dr. No (1962),Action|Adventure|Thriller,55928,646.0,950000.0,"In the film that launched the James Bond saga, Agent 007 battles mysterious Dr. No, a scientific genius bent on destroying the U.S. space program. As the countdown to disaster begins, Bond must go to Jamaica, where he encounters beautiful Honey Ryder, to confront a megalomaniacal villain in his massive island headquarters.",48.901542,1962-10-04,59600000.0,110.0,16,16+,True,NOW meet the most extraordinary gentleman spy in all fiction!,6.9,940.0,"['Adventure', 'Action', 'Thriller']","['london england', 'england', 'assassination', 'spy', 'casino', 'exotic island', 'card game', 'space marine', 'intelligence', 'jamaica', 'secret base', 'secret mission', 'baccarat', 'secret organization', 'secret intelligence service', 'nuclear radiation', 'villain', 'secret agent', 'atomic reactor']","Dr. No (1962) Action|Adventure|Thriller In the film that launched the James Bond saga, Agent 007 battles mysterious Dr. No, a scientific genius bent on destroying the U.S. space program. As the countdown to disaster begins, Bond must go to Jamaica, where he encounters beautiful Honey Ryder, to confront a megalomaniacal villain in his massive island headquarters. NOW meet the most extraordinary gentleman spy in all fiction! london england england assassination spy casino exotic island card game space marine intelligence jamaica secret base secret mission baccarat secret organization secret intelligence service nuclear radiation villain secret agent atomic reactor","Sean Connery, Ursula Andress, Joseph Wiseman, Jack Lord, Bernard Lee, Anthony Dawson, Zena Marshall, John Kitzmiller, Eunice Gayson, Lois Maxwell, Peter Burton",Terence Young
1228,Raging Bull (1980),Drama,81398,1578.0,18000000.0,"When Jake LaMotta steps into a boxing ring and obliterates his opponent, he's a prizefighter. But when he treats his family and friends the same way, he's a ticking time bomb, ready to go off at any moment. Though LaMotta wants his family's love, something always seems to come between them. Perhaps it's his violent bouts of paranoia and jealousy. This kind of rage helped make him a champ, but in real life, he winds up in the ring alone.",35.524457,1980-11-14,23000000.0,129.0,18,18+,False,,7.7,938.0,['Drama'],"['transporter', 'jealousy', 'violent husband', 'paranoia', 'boxer', 'biography', 'fistfight', 'broken nose', 'sport', 'domestic violence', 'extreme violence', 'over-the-hill fighter']","Raging Bull (1980) Drama When Jake LaMotta steps into a boxing ring and obliterates his opponent, he's a prizefighter. But when he treats his family and friends the same way, he's a ticking time bomb, ready to go off at any moment. Though LaMotta wants his family's love, something always seems to come between them. Perhaps it's his violent bouts of paranoia and jealousy. This kind of rage helped make him a champ, but in real life, he winds up in the ring alone.  transporter jealousy violent husband paranoia boxer biography fistfight broken nose sport domestic violence extreme violence over-the-hill fighter","Robert De Niro, Joe Pesci, Cathy Moriarty, Frank Vincent, Nicholas Colasanto, Theresa Saldana, Mario Gallo, John Turturro, Frank Adonis, Charles Scorsese, Rita Bennett, Bernie Allen",Martin Scorsese
91077,"Descendants, The (2011)",Comedy|Drama,1033575,65057.0,20000000.0,"With his wife Elizabeth on life support after a boating accident, Hawaiian land baron, Matt King takes his daughters on a trip from Oahu to Kauai to confront the young real estate broker, who was having an affair with Elizabeth before her misfortune.",40.903931,2011-09-09,177243185.0,115.0,13,13+,True,The South Pacific ain't that terrific.,6.7,934.0,"['Comedy', 'Drama']","['hawaii', 'father-in-law', 'daughter', 'cheating wife', 'beach house', 'boating accident', 'estate', 'dying mother', 'beautiful girl', 'teenage daughter', 'trustee', 'trust fund', 'wild girl', 'wild child', 'realtor']","Descendants, The (2011) Comedy|Drama With his wife Elizabeth on life support after a boating accident, Hawaiian land baron, Matt King takes his daughters on a trip from Oahu to Kauai to confront the young real estate broker, who was having an affair with Elizabeth before her misfortune. The South Pacific ain't that terrific. hawaii father-in-law daughter cheating wife beach house boating accident estate dying mother beautiful girl teenage daughter trustee trust fund wild girl wild child realtor","George Clooney, Shailene Woodley, Amara Miller, Nick Krause, Robert Forster, Judy Greer, Beau Bridges, Matthew Lillard, Rob Huebel, Mary Birdsong, Matt Corboy, Michael Ontkean",Alexander Payne
57274,[REC] (2007),Drama|Horror|Thriller,1038988,8329.0,1500000.0,A television reporter and cameraman follow emergency workers into a dark apartment building and are quickly locked inside with something terrifying.,31.691617,2007-04-10,30448000.0,78.0,18,18+,False,One witness. One camera,7.1,934.0,"['Horror', 'Mystery']","['terror', 'obsession', 'camcorder', 'firemen', 'religion and supernatural', 'reality tv', 'bite', 'cinematographer', 'attempt to escape', 'lodger', 'live-reportage', 'found footage']",[REC] (2007) Drama|Horror|Thriller A television reporter and cameraman follow emergency workers into a dark apartment building and are quickly locked inside with something terrifying. One witness. One camera terror obsession camcorder firemen religion and supernatural reality tv bite cinematographer attempt to escape lodger live-reportage found footage,"Manuela Velasco, Ferran Terraza, Martha Carbonell, David Vert, Carlos Lasarte, Pablo Rosso, Vicente Gil, Carlos Vicente, Jorge Yamam, María Teresa Ortega, Manuel Bronchud, Maria Lanau","Jaume Balagueró, Paco Plaza"
127096,Project Almanac (2015),Sci-Fi|Thriller,2436386,227719.0,12000000.0,"A group of teens discover secret plans of a time machine, and construct one. However, things start to get out of control.",32.940597,2015-01-30,32248241.0,106.0,16,16+,True,Today is better the second time around,6.4,933.0,"['Science Fiction', 'Thriller']","['time travel', 'time machine', 'teenager', 'found footage']","Project Almanac (2015) Sci-Fi|Thriller A group of teens discover secret plans of a time machine, and construct one. However, things start to get out of control. Today is better the second time around time travel time machine teenager found footage","Jonny Weston, Virginia Gardner, Sofia Black-D'Elia, Sam Lerner, Allen Evangelista, Amy Landecker, Gary Weeks, Gary Grubbs, Patrick Johnson, Hillary Harley, Anthony Reynolds, Agnes Mayasari",Dean Israelite
4344,Swordfish (2001),Action|Crime|Drama,244244,9705.0,102000000.0,"Rogue agent Gabriel Shear is determined to get his mitts on $9 billion stashed in a secret Drug Enforcement Administration account. He wants the cash to fight terrorism, but lacks the computer skills necessary to hack into the government mainframe. Enter Stanley Jobson, a n'er-do-well encryption expert who can log into anything.",36.788745,2001-06-07,147080413.0,99.0,18,18+,False,Log On. Hack In. Go Anywhere. Get Everything.,6.1,932.0,"['Action', 'Crime', 'Thriller']","['female nudity', 'hacker', 'terrorism', 'violence', 'ex-con', 'wire', 'los angeles international airport (lax)', 'misdirection', 'aftercreditsstinger']","Swordfish (2001) Action|Crime|Drama Rogue agent Gabriel Shear is determined to get his mitts on $9 billion stashed in a secret Drug Enforcement Administration account. He wants the cash to fight terrorism, but lacks the computer skills necessary to hack into the government mainframe. Enter Stanley Jobson, a n'er-do-well encryption expert who can log into anything. Log On. Hack In. Go Anywhere. Get Everything. female nudity hacker terrorism violence ex-con wire los angeles international airport (lax) misdirection aftercreditsstinger","John Travolta, Hugh Jackman, Halle Berry, Don Cheadle, Sam Shepard, Vinnie Jones, Drea de Matteo, Rudolf Martin, Zach Grenier, Camryn Grimes, Angelo Pagan, Chic Daniel",Dominic Sena
90717,Tower Heist (2011),Action|Comedy|Crime,471042,59108.0,75000000.0,"A luxury condo manager leads a staff of workers to seek payback on the Wall Street swindler who defrauded them. With only days until the billionaire gets away with the perfect crime, the unlikely crew of amateur thieves enlists the help of petty crook Slide to steal the $20 million they’re sure is hidden in the penthouse.",36.743324,2011-11-02,152930623.0,104.0,18,18+,False,Ordinary guys. An extraordinary robbery.,5.8,932.0,"['Action', 'Comedy']","['skyscraper', 'thanksgiving', 'billionaire', 'parade', 'fbi agent', 'apartment', 'high rise', 'female agent', 'ponzi scheme', 'empty safe', 'caper comedy', 'planning', 'safecracker', 'recruiting', 'heist movie', 'deceit', 'lobby']","Tower Heist (2011) Action|Comedy|Crime A luxury condo manager leads a staff of workers to seek payback on the Wall Street swindler who defrauded them. With only days until the billionaire gets away with the perfect crime, the unlikely crew of amateur thieves enlists the help of petty crook Slide to steal the $20 million they’re sure is hidden in the penthouse. Ordinary guys. An extraordinary robbery. skyscraper thanksgiving billionaire parade fbi agent apartment high rise female agent ponzi scheme empty safe caper comedy planning safecracker recruiting heist movie deceit lobby","Ben Stiller, Eddie Murphy, Casey Affleck, Alan Alda, Matthew Broderick, Téa Leoni, Judd Hirsch, Gabourey Sidibe, Stephen Henderson, Michael Peña, Nina Arianda, Marcia Jean Kurtz",Brett Ratner
97172,Frankenweenie (2012),Animation|Comedy|Horror|IMAX,1142977,62214.0,39000000.0,"When a car hits young Victor's pet dog Sparky, Victor decides to bring him back to life the only way he knows how. But when the bolt-necked ""monster"" wreaks havoc and terror in the hearts of Victor's neighbors, he has to convince them that Sparky's still the good, loyal friend he was.",27.908783,2012-10-04,35287788.0,87.0,16,16+,True,The electrifying dog is back from beyond the grave,6.6,932.0,"['Animation', 'Comedy', 'Family']","['shyness', 'stop motion', 'black and white', 'retro', 'dog', 'animal death', 'animal lover']","Frankenweenie (2012) Animation|Comedy|Horror|IMAX When a car hits young Victor's pet dog Sparky, Victor decides to bring him back to life the only way he knows how. But when the bolt-necked ""monster"" wreaks havoc and terror in the hearts of Victor's neighbors, he has to convince them that Sparky's still the good, loyal friend he was. The electrifying dog is back from beyond the grave shyness stop motion black and white retro dog animal death animal lover","Charlie Tahan, Catherine O'Hara, Martin Short, Martin Landau, Atticus Shaffer, Winona Ryder, Robert Capron, James Hiroyuki Liao, Conchata Ferrell, Tom Kenny",Tim Burton
3996,"Crouching Tiger, Hidden Dragon (Wo hu cang long) (2000)",Action|Drama|Romance,190332,146.0,17000000.0,"Two warriors in pursuit of a stolen sword and a notorious fugitive are led to an impetuous, physically-skilled, teenage nobleman's daughter, who is at a crossroads in her life.",45.742254,2000-10-01,213525736.0,120.0,16,16+,True,"A timeless story of strength, secrets and two warriors who would never surrender.",7.2,927.0,"['Adventure', 'Drama', 'Action', 'Romance']","['flying', 'martial arts', 'taskmaster', 'comb', 'tiger', 'desert thief', 'theft', 'female martial artist']","Crouching Tiger, Hidden Dragon (Wo hu cang long) (2000) Action|Drama|Romance Two warriors in pursuit of a stolen sword and a notorious fugitive are led to an impetuous, physically-skilled, teenage nobleman's daughter, who is at a crossroads in her life. A timeless story of strength, secrets and two warriors who would never surrender. flying martial arts taskmaster comb tiger desert thief theft female martial artist","Chow Yun-fat, Michelle Yeoh, Zhang Ziyi, Chang Chen, Cheng Pei-Pei, Sihung Lung, Fa Zeng Li, Su Ying Huang, Xian Gao, Yan Hai, De Ming Wang, Li Li",Ang Lee
8977,Alexander (2004),Action|Adventure|Drama|War,346491,1966.0,155000000.0,"Alexander, the King of Macedonia, leads his legions against the giant Persian Empire. After defeating the Persians, he leads his army across the then known world, venturing farther than any westerner had ever gone, all the way to India.",39.019229,2004-11-21,167298192.0,175.0,18,18+,False,The greatest legend of all was real.,5.6,927.0,"['War', 'History', 'Action', 'Adventure', 'Drama', 'Romance']","['aristotle', 'egypt', 'greece', 'persia', 'elephant', 'campaign', 'alexander the great', 'homosexuality', 'gay relationship', 'ancient world']","Alexander (2004) Action|Adventure|Drama|War Alexander, the King of Macedonia, leads his legions against the giant Persian Empire. After defeating the Persians, he leads his army across the then known world, venturing farther than any westerner had ever gone, all the way to India. The greatest legend of all was real. aristotle egypt greece persia elephant campaign alexander the great homosexuality gay relationship ancient world","Colin Farrell, Angelina Jolie, Val Kilmer, Jared Leto, Jonathan Rhys Meyers, Anthony Hopkins, Jessie Kamm, Christopher Plummer, Connor Paolo, Patrick Carroll, Peter Williamson, Morgan Christopher Ferris",Oliver Stone
3752,"Me, Myself & Irene (2000)",Adventure|Comedy,183505,2123.0,51000000.0,"Rhode Island State Trooper Charlie Baileygates has a multiple personality disorder. One personality is crazy and aggressive, while the other is more friendly and laid back. Both of these personalities fall in love with the same woman named Irene after Charlie loses his medication.",39.001682,2000-06-22,149270999.0,116.0,13,13+,True,From gentle to mental.,6.1,927.0,['Comedy'],"['schizophrenia', 'ex-cop', 'aftercreditsstinger', 'duringcreditsstinger']","Me, Myself & Irene (2000) Adventure|Comedy Rhode Island State Trooper Charlie Baileygates has a multiple personality disorder. One personality is crazy and aggressive, while the other is more friendly and laid back. Both of these personalities fall in love with the same woman named Irene after Charlie loses his medication. From gentle to mental. schizophrenia ex-cop aftercreditsstinger duringcreditsstinger","Jim Carrey, Renée Zellweger, Anthony Anderson, Robert Forster, Richard Jenkins, Zen Gesner, Mongo Brownlee, Jerod Mixon, Chris Cooper, Cam Neely, Shannon Whirry, Traylor Howard","Bobby Farrelly, Peter Farrelly"
96829,"Hunt, The (Jagten) (2012)",Drama,2106476,103663.0,3800000.0,"A teacher lives a lonely life, all the while struggling over his son’s custody. His life slowly gets better as he finds love and receives good news from his son, but his new luck is about to be brutally shattered by an innocent little lie.",21.826888,2012-08-28,16800000.0,115.0,18,18+,False,The lie is spreading.,7.9,927.0,['Drama'],"['father son relationship', 'denmark', 'lie', 'pedophilia', 'kindergarten', 'father', 'deer', 'children', 'teacher', 'school', 'pedophile', 'divorce', 'hunting']","Hunt, The (Jagten) (2012) Drama A teacher lives a lonely life, all the while struggling over his son’s custody. His life slowly gets better as he finds love and receives good news from his son, but his new luck is about to be brutally shattered by an innocent little lie. The lie is spreading. father son relationship denmark lie pedophilia kindergarten father deer children teacher school pedophile divorce hunting","Mads Mikkelsen, Alexandra Rapaport, Thomas Bo Larsen, Anne Louise Hassing, Lars Ranthe, Susse Wold, Ole Dupont, Annika Wedderkopp, Lasse Fogelstrøm, Bjarne Henriksen, Sebastian Bull Sarning, Steen Ordell Guldbrandsen",Thomas Vinterberg
65261,Ponyo (Gake no ue no Ponyo) (2008),Adventure|Animation|Children|Fantasy,876563,12429.0,41677699.0,"The son of a sailor, 5-year old Sosuke lives a quiet life on an oceanside cliff with his mother Lisa. One fateful day, he finds a beautiful goldfish trapped in a bottle on the beach and upon rescuing her, names her Ponyo. But she is no ordinary goldfish. The daughter of a masterful wizard and a sea goddess, Ponyo uses her father's magic to transform herself into a young girl and quickly falls in love with Sosuke, but the use of such powerful sorcery causes a dangerous imbalance in the world. As the moon steadily draws nearer to the earth and Ponyo's father sends the ocean's mighty waves to find his daughter, the two children embark on an adventure of a lifetime to save the world and fulfill Ponyo's dreams of becoming human.",39.58676,2008-07-19,187479518.0,100.0,7,7+,True,Welcome To A World Where Anything Is Possible.,7.5,926.0,"['Animation', 'Family']","['mother', 'fish', 'cliff', 'father', 'mermaid', 'princess', 'anime']","Ponyo (Gake no ue no Ponyo) (2008) Adventure|Animation|Children|Fantasy The son of a sailor, 5-year old Sosuke lives a quiet life on an oceanside cliff with his mother Lisa. One fateful day, he finds a beautiful goldfish trapped in a bottle on the beach and upon rescuing her, names her Ponyo. But she is no ordinary goldfish. The daughter of a masterful wizard and a sea goddess, Ponyo uses her father's magic to transform herself into a young girl and quickly falls in love with Sosuke, but the use of such powerful sorcery causes a dangerous imbalance in the world. As the moon steadily draws nearer to the earth and Ponyo's father sends the ocean's mighty waves to find his daughter, the two children embark on an adventure of a lifetime to save the world and fulfill Ponyo's dreams of becoming human. Welcome To A World Where Anything Is Possible. mother fish cliff father mermaid princess anime","Yuria Nara, Hiroki Doi, George Tokoro, Tomoko Yamaguchi, Yuki Amami, Kazushige Nagashima, Akiko Yano, Shinichi Hatori, Tokie Hidari, Eimi Hiraoka, Rumi Hiiragi, Tomoko Naraoka",Hayao Miyazaki
1722,Tomorrow Never Dies (1997),Action|Adventure|Thriller,120347,714.0,110000000.0,A deranged media mogul is staging international incidents to pit the world's superpowers against each other. Now 007 must take on this evil mastermind in an adrenaline-charged battle to end his reign of terror and prevent global pandemonium.,42.887121,1997-12-11,333011068.0,119.0,16,16+,True,Yesterday is a memory. Today is history. Tomorrow is in the hands of one man.,6.0,925.0,"['Adventure', 'Action', 'Thriller']","['london england', 'england', 'spy', 'china', 'news broadcast', 'intelligence', 'television', 'missile', 'manipulation of the media', 'secret intelligence service', 'special car', 'tv station', 'media tycoon', 'navy', 'motorcycle', 'secret service', 'hamburg germany']",Tomorrow Never Dies (1997) Action|Adventure|Thriller A deranged media mogul is staging international incidents to pit the world's superpowers against each other. Now 007 must take on this evil mastermind in an adrenaline-charged battle to end his reign of terror and prevent global pandemonium. Yesterday is a memory. Today is history. Tomorrow is in the hands of one man. london england england spy china news broadcast intelligence television missile manipulation of the media secret intelligence service special car tv station media tycoon navy motorcycle secret service hamburg germany,"Pierce Brosnan, Jonathan Pryce, Michelle Yeoh, Teri Hatcher, Ricky Jay, Götz Otto, Joe Don Baker, Vincent Schiavelli, Judi Dench, Desmond Llewelyn, Samantha Bond, Colin Salmon",Roger Spottiswoode
91978,Man on a Ledge (2012),Crime|Thriller,1568338,49527.0,42000000.0,"An ex-cop turned con threatens to jump to his death from a Manhattan hotel rooftop. The NYPD dispatch a female police psychologist to talk him down. However, unbeknownst to the police on the scene, the suicide attempt is a cover for the biggest diamond heist ever pulled.",34.041407,2012-01-13,46221189.0,102.0,16,16+,True,You can only push an innocent man so far,6.2,925.0,"['Action', 'Thriller', 'Crime']","['deception', 'new york city', 'rooftop', 'diamond heist', 'framed for a crime', 'escaped prisoner', 'negotiator']","Man on a Ledge (2012) Crime|Thriller An ex-cop turned con threatens to jump to his death from a Manhattan hotel rooftop. The NYPD dispatch a female police psychologist to talk him down. However, unbeknownst to the police on the scene, the suicide attempt is a cover for the biggest diamond heist ever pulled. You can only push an innocent man so far deception new york city rooftop diamond heist framed for a crime escaped prisoner negotiator","Sam Worthington, Elizabeth Banks, Jamie Bell, Ed Harris, Edward Burns, Kyra Sedgwick, Anthony Mackie, William Sadler, Génesis Rodríguez, Afton Williamson, J. Smith-Cameron, Jonathan Walker",Asger Leth
90403,"Three Musketeers, The (2011)",Action|Adventure,1509767,52451.0,75000000.0,The hot-headed young D'Artagnan along with three former legendary but now down on their luck Musketeers must unite and defeat a beautiful double agent and her villainous employer from seizing the French throne and engulfing Europe in war.,36.605246,2011-08-31,132274484.0,110.0,16,16+,True,Every legend has a new beginning.,5.6,924.0,"['Adventure', 'Action', 'Thriller']","['number in title', 'historical fiction', 'musketeer', '17th century', '3d']","Three Musketeers, The (2011) Action|Adventure The hot-headed young D'Artagnan along with three former legendary but now down on their luck Musketeers must unite and defeat a beautiful double agent and her villainous employer from seizing the French throne and engulfing Europe in war. Every legend has a new beginning. number in title historical fiction musketeer 17th century 3d","Milla Jovovich, Orlando Bloom, Logan Lerman, Ray Stevenson, Matthew Macfadyen, Luke Evans, Mads Mikkelsen, Christoph Waltz, Freddie Fox, Gabriella Wilde, Juno Temple, Til Schweiger",Paul W.S. Anderson
107348,Anchorman 2: The Legend Continues (2013),Comedy,1229340,109443.0,50000000.0,"With the 70s behind him, San Diego's top rated newsman, Ron Burgundy, returns to take New York's first 24-hour news channel by storm.",38.125008,2013-12-18,173649015.0,119.0,16,16+,True,It's kind of a big deal,6.0,923.0,['Comedy'],"['journalism', 'mustache', 'tv news', 'newsroom', 'gang warfare', 'aftercreditsstinger', 'news spoof', 'tv news anchor']","Anchorman 2: The Legend Continues (2013) Comedy With the 70s behind him, San Diego's top rated newsman, Ron Burgundy, returns to take New York's first 24-hour news channel by storm. It's kind of a big deal journalism mustache tv news newsroom gang warfare aftercreditsstinger news spoof tv news anchor","Will Ferrell, Steve Carell, Paul Rudd, Christina Applegate, David Koechner, James Marsden, Kristen Wiig, Meagan Good, Dylan Baker, Tina Fey, Kirsten Dunst, Liam Neeson",Adam McKay
59421,What Happens in Vegas... (2008),Comedy|Romance,1033643,9029.0,35000000.0,"During a wild vacation in Las Vegas, career woman Joy McNally and playboy Jack Fuller come to the sober realization that they have married each other after a night of drunken abandon. They are then compelled, for legal reasons, to live life as a couple for a limited period of time. At stake is a large amount of money.",38.100488,2008-05-07,170000000.0,99.0,13,13+,True,Get Lucky,5.8,923.0,"['Comedy', 'Romance']","['casino', 'hotel', 'roommate', 'fictitious marriage', 'romantic comedy', 'rivalry', 'wedding', 'las vegas']","What Happens in Vegas... (2008) Comedy|Romance During a wild vacation in Las Vegas, career woman Joy McNally and playboy Jack Fuller come to the sober realization that they have married each other after a night of drunken abandon. They are then compelled, for legal reasons, to live life as a couple for a limited period of time. At stake is a large amount of money. Get Lucky casino hotel roommate fictitious marriage romantic comedy rivalry wedding las vegas","Ashton Kutcher, Cameron Diaz, Lake Bell, Queen Latifah, Treat Williams, Michelle Krusiec, Dennis Miller, Dennis Farina, Jason Sudeikis, Zach Galifianakis, Rob Corddry, Krysten Ritter",Tom Vaughan
77414,"Last Song, The (2010)",Drama|Romance,1294226,35690.0,0.0,"A drama centered on a rebellious girl who is sent to a Southern beach town for the summer to stay with her father. Through their mutual love of music, the estranged duo learn to reconnect.",23.139971,2010-03-31,0.0,107.0,7,7+,True,"A story about family, first love, second chances and the moment in life that lead you back home.",6.9,923.0,"['Drama', 'Family', 'Romance']","['brother sister relationship', 'new love', 'daughter', 'summer vacation', 'woman director']","Last Song, The (2010) Drama|Romance A drama centered on a rebellious girl who is sent to a Southern beach town for the summer to stay with her father. Through their mutual love of music, the estranged duo learn to reconnect. A story about family, first love, second chances and the moment in life that lead you back home. brother sister relationship new love daughter summer vacation woman director","Miley Cyrus, Greg Kinnear, Bobby Coleman, Liam Hemsworth, Hallock Beals, Kelly Preston, Nick Lashaway, Carly Chaikin, Kate Vernon, Melissa Ordway, Nick Searcy, Adam Barnett",Julie Anne Robinson
85397,Red Riding Hood (2011),Fantasy|Horror|Mystery|Thriller,1486185,49730.0,42000000.0,"Valerie is in love with a brooding outsider, Peter, but her parents have arranged for her to marry another man – who is wealthy. Unwilling to lose each other, Valerie and Peter plan to run away together when they learn that Valerie's older sister has been killed by a werewolf that prowls the dark forest surrounding their village. Hungry for revenge, the people call on famed werewolf hunter, Father Solomon, to help them kill the wolf. But Solomon's arrival brings unintended consequences as he warns that the wolf, who takes human form by day, could be any one of them.",45.151657,2011-03-11,89162162.0,100.0,16,16+,True,Who's afraid?,5.6,922.0,"['Fantasy', 'Thriller', 'Horror']","['winter', 'fantasy', 'fairy tale', 'hood', 'werewolf', 'aftercreditsstinger', 'duringcreditsstinger', 'woman director', 'red riding hood']","Red Riding Hood (2011) Fantasy|Horror|Mystery|Thriller Valerie is in love with a brooding outsider, Peter, but her parents have arranged for her to marry another man – who is wealthy. Unwilling to lose each other, Valerie and Peter plan to run away together when they learn that Valerie's older sister has been killed by a werewolf that prowls the dark forest surrounding their village. Hungry for revenge, the people call on famed werewolf hunter, Father Solomon, to help them kill the wolf. But Solomon's arrival brings unintended consequences as he warns that the wolf, who takes human form by day, could be any one of them. Who's afraid? winter fantasy fairy tale hood werewolf aftercreditsstinger duringcreditsstinger woman director red riding hood","Amanda Seyfried, Gary Oldman, Billy Burke, Shiloh Fernandez, Max Irons, Julie Christie, Lukas Haas, Virginia Madsen, Shauna Kain, Michael Hogan, Adrian Holmes, Cole Heppell",Catherine Hardwicke
